customer_id,first_name,last_name,age,email,state,annual_income,credit_score,account_balance,product_type,customer_segment,onboard_date,is_active,branch_id,source_system,created_at
CUST000061,Donna,Ross,50,michelle45@example.net,TX,29310,604,57840.8,SAVINGS,AFFLUENT,2015-10-03,1,BR001,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000062,William,Frazier,48,sheila14@example.org,IL,42869,747,138843.72,SAVINGS,AFFLUENT,2022-05-03,1,BR022,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000063,Beverly,Terrell,48,rodriguezryan@example.net,NY,46924,622,93511.0,CHECKING,MASS_MARKET,2020-02-10,1,BR022,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000064,Kristin,Graham,20,cruzbarbara@example.com,FL,37499,758,48994.82,CHECKING_SAVINGS,MASS_MARKET,2017-03-01,1,BR022,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000065,Bradley,Graham,44,michaeljones@example.net,FL,25000,703,101629.96,SAVINGS,MASS_MARKET,2020-02-14,1,BR001,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000066,Samantha,Hanson,47,cortezkevin@example.com,NY,28844,702,43108.37,PREMIUM,MASS_MARKET,2020-06-25,1,BR015,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000067,Elizabeth,Nguyen,42,angela36@example.net,CA,25000,718,76724.98,SAVINGS,MASS_MARKET,2016-06-10,1,BR022,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000068,Shelby,Byrd,49,christinaturner@example.net,IL,93885,774,50344.72,SAVINGS,MASS_MARKET,2020-04-12,1,BR007,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000069,Martha,Torres,22,russellcarpenter@example.net,CA,27925,731,3761.37,SAVINGS,AFFLUENT,2016-03-28,1,BR021,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000070,Marco,Ramos,49,williamleon@example.net,IL,66771,850,29245.84,PREMIUM,AFFLUENT,2021-10-19,1,BR021,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000071,Gene,Miller,49,clarence34@example.org,TX,96890,766,133909.71,CHECKING,AFFLUENT,2018-09-21,1,BR023,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000072,Lindsay,Hernandez,51,sanchezthomas@example.org,IL,40572,750,69736.03,SAVINGS,RETAIL,2022-10-07,1,BR015,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000073,Stanley,Mercado,31,jennifercruz@example.com,IL,42527,651,148185.08,CHECKING_SAVINGS,AFFLUENT,2023-08-03,1,BR018,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000074,John,Douglas,43,staffordmichelle@example.org,FL,196574,540,134591.49,PREMIUM,AFFLUENT,2019-05-30,1,BR021,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000075,Kimberly,Robinson,51,pwilliams@example.org,NY,25000,652,114895.47,PREMIUM,MASS_MARKET,2019-01-26,1,BR003,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000076,Stephen,Solis,57,stephanie79@example.net,NY,50948,603,35250.59,CHECKING_SAVINGS,AFFLUENT,2016-05-15,1,BR008,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000077,Patricia,Simmons,31,vmerritt@example.com,FL,73700,631,104123.08,SAVINGS,RETAIL,2022-01-21,1,BR018,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000078,Shannon,Walton,45,katie87@example.net,FL,50379,637,62424.56,SAVINGS,AFFLUENT,2021-08-17,1,BR019,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000079,John,Gonzales,72,jimmy55@example.net,TX,71707,527,128524.13,PREMIUM,AFFLUENT,2015-02-06,0,BR010,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000080,Christopher,Hernandez,44,tbenson@example.org,FL,32955,758,128031.85,PREMIUM,MASS_MARKET,2018-10-02,1,BR009,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000081,Caleb,Russell,30,nperry@example.com,FL,45759,730,72897.73,PREMIUM,AFFLUENT,2021-11-17,1,BR015,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000082,Perry,Carrillo,54,gateskathy@example.com,CA,25000,663,147110.22,CHECKING,AFFLUENT,2015-06-18,1,BR014,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000083,Thomas,Bender,35,karen68@example.net,CA,33123,831,130041.02,SAVINGS,RETAIL,2019-06-05,1,BR007,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000084,Jessica,Marsh,47,tracynelson@example.com,FL,25000,763,49094.19,PREMIUM,AFFLUENT,2022-03-04,1,BR003,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000085,Anthony,Rogers,71,dramsey@example.org,FL,91078,568,3005.55,CHECKING,AFFLUENT,2018-10-25,1,BR025,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000086,Tina,Ferguson,35,qvargas@example.org,TX,104835,633,113159.56,SAVINGS,RETAIL,2015-05-07,1,BR008,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000087,Christopher,Patterson,48,qwhite@example.com,CA,78024,615,71086.8,CHECKING,MASS_MARKET,2018-09-16,1,BR009,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000088,Mark,Gibson,41,kathleen64@example.com,NY,25000,608,25251.59,CHECKING,RETAIL,2020-04-16,1,BR001,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000089,Johnny,Miller,38,currybrett@example.com,NY,25000,820,86411.93,PREMIUM,AFFLUENT,2018-05-17,1,BR023,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000090,Jeffrey,Jones,21,websterstefanie@example.org,CA,37645,700,15375.01,CHECKING_SAVINGS,MASS_MARKET,2017-01-22,1,BR019,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000091,Mary,Howell,62,davidcaldwell@example.net,TX,25000,783,52145.84,PREMIUM,MASS_MARKET,2021-04-21,1,BR021,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000092,Stacie,Marshall,42,katie29@example.net,NY,27203,726,1996.56,PREMIUM,AFFLUENT,2016-10-17,1,BR012,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000093,Tamara,Higgins,44,tamirodriguez@example.org,FL,34196,695,106125.57,PREMIUM,RETAIL,2023-11-17,0,BR009,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000094,Sarah,Johnston,36,tsanders@example.org,IL,52475,742,121249.06,PREMIUM,AFFLUENT,2022-05-30,1,BR019,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000095,Charles,Vaughn,64,curtisbarton@example.net,NY,25000,850,48413.46,SAVINGS,RETAIL,2019-09-30,1,BR008,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000096,Caroline,Martinez,18,reedross@example.com,FL,44753,737,85520.46,PREMIUM,AFFLUENT,2015-06-28,1,BR011,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000097,Casey,Holland,45,atkinsonlynn@example.org,CA,33738,673,73183.73,CHECKING_SAVINGS,AFFLUENT,2020-10-15,1,BR020,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000098,Ryan,Cox,35,bzimmerman@example.org,NY,34419,757,83413.08,SAVINGS,RETAIL,2019-02-08,1,BR016,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000099,Jessica,Sheppard,46,christina87@example.com,IL,32346,761,113748.88,PREMIUM,MASS_MARKET,2023-05-08,1,BR001,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000100,Ryan,Simon,46,marcus31@example.com,TX,79834,740,44205.91,PREMIUM,MASS_MARKET,2019-02-20,1,BR019,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000101,Nicole,Sanchez,30,qhudson@example.com,NY,35027,749,71041.75,CHECKING_SAVINGS,AFFLUENT,2020-08-17,1,BR015,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000102,Matthew,Snyder,50,hunter35@example.com,NY,48409,699,46062.79,SAVINGS,RETAIL,2018-04-11,1,BR024,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000103,Matthew,Beard,59,angela83@example.org,IL,34374,733,142636.55,SAVINGS,RETAIL,2018-09-06,1,BR009,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000104,John,Russell,39,hannahbrewer@example.com,IL,43018,777,146493.39,CHECKING_SAVINGS,RETAIL,2018-04-21,1,BR012,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000105,Shane,Smith,53,jeffrey34@example.net,CA,79866,794,45409.91,SAVINGS,AFFLUENT,2015-10-10,0,BR018,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000106,Bonnie,Kennedy,42,ronald85@example.com,NY,73804,665,104642.87,SAVINGS,MASS_MARKET,2023-05-09,1,BR001,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000107,Jacqueline,Nelson,46,jerry35@example.org,IL,45338,697,42722.47,PREMIUM,AFFLUENT,2020-10-18,1,BR002,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000108,Julia,Tapia,50,jamesrodgers@example.com,NY,30003,850,141165.43,PREMIUM,RETAIL,2016-02-11,1,BR003,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000109,Jenny,Bray,27,tina34@example.org,IL,25000,782,94453.91,CHECKING,RETAIL,2017-07-16,1,BR010,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000110,Michael,Turner,53,joshuamccann@example.net,TX,71287,740,149088.33,CHECKING,MASS_MARKET,2022-01-30,1,BR020,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000111,Kelly,Raymond,41,agarcia@example.net,CA,28613,696,116376.46,PREMIUM,AFFLUENT,2022-07-13,1,BR019,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000112,Justin,Mendoza,32,jack04@example.com,FL,87998,678,45876.5,CHECKING,MASS_MARKET,2016-09-08,0,BR007,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000113,Danny,Jones,30,ojones@example.net,CA,40423,723,39770.45,CHECKING,RETAIL,2019-01-30,1,BR003,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000114,Brian,Hernandez,34,christopher31@example.net,CA,29931,709,501.09,PREMIUM,MASS_MARKET,2022-12-29,1,BR008,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000115,Kathy,Obrien,45,kimberlyjames@example.com,NY,36164,652,106072.68,PREMIUM,RETAIL,2018-12-21,0,BR021,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000116,Kenneth,Chapman,45,ntorres@example.org,IL,25000,577,99211.34,SAVINGS,AFFLUENT,2016-12-14,1,BR021,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000117,Chelsea,Singh,31,colleenbaker@example.org,CA,43128,714,136270.88,SAVINGS,RETAIL,2016-01-06,1,BR010,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000118,Eric,Thompson,62,moorericky@example.net,IL,82009,677,112368.76,CHECKING_SAVINGS,AFFLUENT,2017-02-11,1,BR010,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000119,Brittney,Carter,41,keithcampbell@example.com,FL,26862,688,141407.17,PREMIUM,AFFLUENT,2016-05-14,1,BR014,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000120,Charles,Hall,37,kristin93@example.com,NY,59494,623,90596.67,CHECKING,RETAIL,2018-11-23,0,BR019,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000121,Danny,Walker,49,rebekahserrano@example.org,IL,122963,681,142622.86,CHECKING_SAVINGS,MASS_MARKET,2015-09-07,1,BR006,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000122,Brian,Sparks,47,scott74@example.net,FL,74167,657,77892.68,PREMIUM,AFFLUENT,2018-02-01,0,BR014,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000123,Richard,Nelson,45,mkim@example.org,FL,49392,697,145361.38,PREMIUM,AFFLUENT,2021-12-12,1,BR022,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000124,Pamela,Navarro,31,anthony39@example.net,TX,49747,729,128674.19,CHECKING_SAVINGS,AFFLUENT,2023-06-06,1,BR013,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000125,Stephanie,Key,62,barbara27@example.net,IL,87165,850,5600.9,CHECKING,AFFLUENT,2019-04-18,1,BR025,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000126,Denise,Moon,31,wendygraham@example.com,FL,82734,704,129750.1,CHECKING,MASS_MARKET,2022-11-10,1,BR007,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000127,Tanya,Harrison,72,qcook@example.org,IL,30182,622,54330.73,PREMIUM,MASS_MARKET,2022-07-09,1,BR007,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000128,Mia,Rivera,33,zroberts@example.net,NY,25000,647,82428.02,CHECKING_SAVINGS,AFFLUENT,2023-03-31,1,BR021,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000129,Benjamin,Miller,31,marcus68@example.org,IL,53649,717,119917.13,SAVINGS,AFFLUENT,2015-03-26,1,BR003,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000130,Diane,Daniels,68,hbrown@example.com,CA,86703,643,148839.35,CHECKING,AFFLUENT,2016-12-30,1,BR005,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000131,Cindy,Jimenez,29,nwolf@example.com,FL,65851,584,139904.69,CHECKING_SAVINGS,MASS_MARKET,2019-08-27,1,BR016,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000132,Andrea,Pennington,67,fgilmore@example.org,FL,99475,652,36635.26,SAVINGS,AFFLUENT,2018-03-30,0,BR017,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000133,Anthony,Mccoy,18,jennifercollins@example.org,CA,110450,680,129617.64,CHECKING_SAVINGS,AFFLUENT,2020-10-12,0,BR017,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000134,Andrea,Davis,59,murraydavid@example.org,NY,25000,642,123100.37,CHECKING_SAVINGS,MASS_MARKET,2020-01-30,1,BR019,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000135,Tyrone,Moran,42,robert77@example.org,FL,50422,653,129802.56,PREMIUM,MASS_MARKET,2023-03-29,1,BR018,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000136,Stephen,Thomas,50,sandraromero@example.org,IL,25833,678,56643.79,CHECKING_SAVINGS,RETAIL,2019-01-23,1,BR008,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000137,Michelle,Hill,43,ymorgan@example.net,FL,66746,746,6642.73,PREMIUM,MASS_MARKET,2021-06-26,1,BR022,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000138,Joseph,Smith,26,mary97@example.org,CA,25000,792,74349.76,CHECKING,RETAIL,2023-07-19,0,BR011,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000139,Sean,Washington,46,andrea86@example.com,TX,31285,814,131141.14,PREMIUM,RETAIL,2023-12-13,1,BR001,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000140,Sarah,Kane,43,ashleyhall@example.com,CA,99466,695,61555.8,SAVINGS,RETAIL,2022-12-27,1,BR009,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000141,Bradley,Garner,70,qhughes@example.net,NY,140533,670,93526.58,PREMIUM,MASS_MARKET,2016-05-14,1,BR022,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000142,Tina,Simpson,55,martineztammy@example.com,IL,72202,799,57063.41,CHECKING_SAVINGS,MASS_MARKET,2023-04-21,1,BR002,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000143,Molly,Sawyer,28,dgarcia@example.org,IL,73985,774,10356.27,CHECKING_SAVINGS,RETAIL,2016-07-15,1,BR004,CORE_BANKING_v4.2,2026-05-28 18:59:13
CUST000144,Jennifer,Ortiz,18,charlesharrington@example.com,TX,25000,526,66607.41,CHECKING_SAVINGS,RETAIL,2015-10-13,1,BR002,CORE_BANKING_v4.2,2026-05-28 18:59:13
